1 26  332.30034  178.10760  433.89252  -98.50688  -69.99240  246.07549  -88.07623  -84.85590   92.69353  244.85663    0.52675    0.24563    0.08589    0.34539    0.21924   -0.00685    0.09564    0.19364   -0.01730    0.08436    0.07262   -0.00929    0.10813   -0.00623    0.11608    0.08979   55.01387   52.10575   16.43910   13.83571    0.05216    0.01621    0.01640    0.02474    0.03188    0.00399    0.02629    0.02045    0.00307    0.01870    0.04721    0.01138    0.03871    0.00939    0.01309    0.01656  105.50675   68.79982   84.60138  -69.92592  -44.45328  169.03820  -36.64633  -28.53706  134.44641  142.13572
1 27  327.25208  176.47641  430.59422  -99.01072  -71.19188  245.29020  -88.72854  -85.32288   91.46741  244.40215    0.52734    0.23934    0.08861    0.32331    0.24935   -0.00186    0.08167    0.20252   -0.01933    0.07779    0.06884   -0.01023    0.05246   -0.00814    0.10307    0.10828   54.94584   51.51667   19.60176   15.62540    0.04334    0.01780    0.01640    0.01943    0.02781    0.00375    0.02987    0.02170    0.00314    0.01562    0.05085    0.01252    0.03941    0.01043    0.01405    0.01300   71.76697   59.91921  107.98082  -44.29894  -31.89969  156.29054  -25.96064  -11.68973  128.14939  144.76099
1 28  322.88086  175.46548  428.17975 -100.16023  -70.35007  244.78564  -90.82696  -86.55348   91.14590  246.81876    0.52359    0.24623    0.08820    0.33223    0.23174   -0.00987    0.09007    0.20659   -0.01806    0.05425    0.03590   -0.02264    0.08970   -0.01228    0.12050    0.10292   56.90632   53.39826   18.01147   15.20947    0.04219    0.01730    0.01846    0.02431    0.03155    0.00358    0.02910    0.02268    0.00258    0.01302    0.03889    0.01423    0.04151    0.00951    0.01662    0.01553   92.15801   70.26186  103.58757  -53.48555  -36.40932  140.66765  -33.86210  -24.18899  120.58472  136.64143
1 29  322.96519  174.60189  426.01187 -101.71533  -71.37621  245.49499  -92.76767  -84.86015   92.89905  247.82497    0.53976    0.24745    0.09816    0.34433    0.24991   -0.00867    0.06880    0.20212   -0.01667    0.04579    0.03775   -0.03653    0.13495   -0.00590    0.10381    0.09621   56.62872   54.19849   19.25604   16.12562    0.04449    0.01932    0.01086    0.02298    0.03188    0.00326    0.03451    0.02594    0.00256    0.01340    0.04003    0.00965    0.04080    0.01008    0.01078    0.01189   76.73259   69.78974  120.57135  -54.62730  -33.76427  197.43953  -38.87644  -21.87308  191.15064  218.27524
1 30  321.25887  172.30332  425.76779 -101.52104  -72.55972  244.41973  -92.83737  -86.48587   91.78599  246.99808    0.51035    0.22053    0.08596    0.34256    0.23304   -0.00997    0.04491    0.18924   -0.00706    0.04575    0.03218   -0.04373    0.06820   -0.03253    0.10857    0.09310   57.72496   55.45759   19.18238   16.46399    0.04517    0.01634    0.01052    0.03128    0.02479    0.00377    0.03679    0.02334    0.00321    0.01137    0.05167    0.01222    0.04356    0.00946    0.01263    0.01321  100.01608   87.23245  137.81383  -42.61405  -15.32191  187.61738  -24.85310  -11.61259  160.95013  171.84700
1 31  315.69516  170.34168  425.80186 -102.96672  -74.39017  244.22127  -92.85786  -88.47971   92.48316  244.73095    0.52551    0.21288    0.08705    0.30018    0.21897   -0.00927    0.02854    0.19861   -0.01080    0.04622    0.02147   -0.04424    0.09740   -0.02757    0.09062    0.07099   58.23712   55.03652   18.55771   15.20321    0.04256    0.01376    0.00909    0.02607    0.03004    0.00489    0.04473    0.02472    0.00225    0.01269    0.04608    0.01295    0.03857    0.00818    0.01189    0.01150  100.21272   82.76735  118.27266  -64.60946  -58.29583  182.28834  -40.77224  -42.86402  150.90952  159.70100
1 32  318.67385  170.62855  425.53808 -104.12146  -75.57727  242.66831  -93.64889  -89.04946   91.87497  246.00494    0.47266    0.21574    0.08750    0.32646    0.22941   -0.01490    0.07057    0.18106   -0.01104    0.05037    0.03454   -0.03799    0.08819   -0.03972    0.07365    0.08006   59.57903   56.30376   19.21754   16.39226    0.04058    0.01641    0.01034    0.03058    0.03032    0.00606    0.03545    0.01873    0.00228    0.01306    0.03551    0.01399    0.03989    0.01132    0.01278    0.01256  100.19208   84.50477  131.73883  -60.76952  -37.97530  164.09891  -36.66400  -19.09994  139.04035  163.57417
1 33  314.77662  168.50829  424.89583 -105.15465  -77.19314  242.71259  -93.22474  -87.46871   91.26016  243.40193    0.48344    0.21815    0.10042    0.31808    0.23386   -0.01053    0.05564    0.18776   -0.01146    0.04011    0.01309   -0.06192    0.08346   -0.03765    0.08259    0.08651   58.01137   54.53180   19.20545   14.80816    0.04034    0.01586    0.00988    0.02876    0.02961    0.00501    0.03097    0.01944    0.00199    0.01211    0.03157    0.01028    0.03401    0.01064    0.01041    0.01202   96.22998   75.48654  108.53087  -68.61555  -51.66705  180.60533  -36.34008  -30.84272  139.11257  144.04509
1 34  310.81852  166.97127  425.64863 -103.78326  -76.56320  240.50270  -94.08324  -88.24025   90.47267  242.30913    0.48672    0.23130    0.10909    0.29391    0.23753   -0.02012    0.05957    0.18516   -0.01128    0.02829    0.00418   -0.04669    0.05442   -0.05032    0.07407    0.09127   58.21114   54.44232   20.21708   17.49018    0.03903    0.01430    0.01077    0.02636    0.03475    0.00501    0.02968    0.01894    0.00179    0.01126    0.02262    0.01096    0.03886    0.01012    0.00931    0.01122  100.17925   76.78692  109.37499  -62.61543  -43.42023  199.19931  -25.20274  -19.98604  157.41905  173.16705
1 35  306.60104  163.25650  419.16897 -105.43789  -79.06442  241.63697  -92.07699  -87.28464   91.72154  239.34061    0.46320    0.24408    0.08126    0.28193    0.23624   -0.01837    0.04056    0.19202   -0.01194    0.03361    0.01323   -0.04775    0.06073   -0.05103    0.07792    0.07287   59.40487   55.96770   18.54773   15.84390    0.03632    0.01368    0.00901    0.02744    0.02744    0.00458    0.03403    0.01737    0.00151    0.01065    0.03076    0.01002    0.03917    0.00801    0.01014    0.01203   91.52245   67.27341   96.74306  -46.02845  -25.50645  164.46520  -32.00434  -19.17561  151.57501  178.16554
